o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
417,347,eg,448.65,2005-05-23,IX,VIkoXvn,1,JQ
418,683,jS,143.4,1916-05-27,ZV,cD,4,Kg
419,993,Wf,682.91,1965-04-01,gG,tUEVvm,2,AF
420,677,xg,208.62,1908-08-18,kQ,OnmCJuNs,3,tj
421,339,ph,73.83,2008-06-06,Hm,tOUGeNuOV,3,fI
422,710,ID,401.55,1926-12-07,Mp," qN z",5,BY
423,749,nC,114.54,2011-05-29,hC,bshXZKU,3,vC
424,154,Mi,704.04,2015-11-30,ey,hv,4,dh
425,717,UG,176.33,2004-07-23,Wn,epFntdP,5,eL
426,422,ZP,447.95,1923-08-15,uE,dPPOkW,3,rW
427,223,sg,474.34,1951-04-10,vM,eePrt,3,gj
428,986,Yx,996.65,1949-10-12,af,NKkRBuI,4,Ox
429,336,GY,333.98,1935-09-10,qa,VieFd,5,oP
430,561,xD,101.44,1919-03-06,qM,Zlscfkw,2,Dw
431,946,qu,853.55,1945-02-05,fD,xkIRgXO,1,aK
432,635,Yi,803.27,1907-12-19,cY,IITHVwo,3,vp
433,703,Hv,390.18,1978-11-02,WQ,yXMgyyZo,1,dd
434,830,Yi,833.74,1936-01-14,XQ,SLCn,4,gD
435,832,MO,393.56,2001-02-01,Kp,VTCyFrW,1,mT
436,61,VW,215.98,1988-06-06," W",ifmEOEFdkK,3,NA
437,161,zC,778.08,1902-12-06,Fk,viT,2,Wx
438,593,AV,587.34,1964-11-17,iN,upKUCiW,5,Yv
439,240,TM,421.73,1937-11-12,rK,MAfPZQ k,4,dI
440,242,zq,526.15,1904-11-01,Sj,kK,1,Vq
441,900,pd,883.65,1976-01-15,vN,ILExEU,4,gy
442,141,Di,696.69,1939-10-06,Cb,yD,2,tu
443,968,Gu,747.46,1972-04-24,Up,qekbVQ,3,Tv
444,12,eD,945.7,1964-06-23,eS,ryKxHOk,3,EF
445,224,IO,571.36,1968-09-24,bT,gIAl,3,Oj
446,555,Ym,201.4,1973-12-24,Kh,uRSmaR,2,VL
447,821,JS,488.94,1906-05-11,hO,PPRJ,1,Df
448,140,zX,211.81,1966-02-04,UQ,FiXXl,1,jE
449,27,NG,101.77,1927-02-11,Ac,ztlNUJcYlA,4,eX
450,675,WO,115.64,1913-04-01,zX," Q",5,Oq
451,882,Xh,197.28,1917-08-23,mY,UaKQR,3,Ad
452,821,Em,950.12,1933-11-02,sA,EwrjGEoB,5,fo
453,660,Se,136.63,2011-03-22,En,hcSwrSrrLy,3,RK
454,175,wq,233.61,2009-07-12,KG,Wsd,3,tj
455,568,zd,688.27,1938-07-14,FT,JkNC,1,yp
456,78,ms,548.12,2007-07-20,SW,OC,1," W"
457,772,eW,513.74,1999-07-11,nP,Nxbg,1,aB
458,838,ZS,230.22,1966-01-27,fX,SLv,1,tz
459,383,Nn,103.98,1993-08-17,Vr,Hfq,4,Uw
460,754,gf,354.08,1975-05-16,nf,hjmIuCn mj,1,sg
461,956,qU,181.49,1993-06-12,ik,rqGGiN,3,Ow
462,304,pL,311.73,1992-11-22,sr,PaIKHqcr,4,Lb
463,920,Hh,259.34,1962-07-02,uK,ABaNtVB,1,jI
464,545,KU,342.91,1944-10-29,"f ",WlDjfSMJJ,1,UN
465,889,aE,622.24,1930-12-21,vk,myNlgz,4,LD
466,613,JL,847,1955-07-19,QY,nGOSrPtSo,1,tR
467,666,zb,152.39,1914-06-28,oA,OAQhGMVp,5,vf
468,394,fR,999.64,2015-09-26,EZ,FnkJ,2,yk
469,150,Re,253.78,1901-02-26,IV,RIhl,2,Zx
470,482,cz,361.01,1991-04-24,Bm,QuiyGaWg,1,oi
471,478,yR,623.35,1973-08-02,UL,ZtDzuyGzXB,5,GD
472,554,HM,362.88,1905-07-21,EQ,gyLjYtpOG,2,yz
473,749,gE,654.67,2016-02-09,YS,XfSAmqoMjV,2,RB
474,35,Jq,967.23,1961-06-08,zH,FU,3,dd
475,495,dm,341.46,1981-06-26,Za,gNtk,4,Fi
476,189,Tk,233.43,1928-11-29,iJ,EEcXKmpE,3,PD
477,28,Kn,807.58,2018-07-24,Xo,biXTPq,4,gl
478,668,qN,571.01,1955-12-13,wl,lhFMoWjMIg,2,bh
479,537,ms,816.25,1901-12-03,zm,Rr,5,CS
480,852,VF,274.4,1908-10-24,Pk,SWV,2,bg
481,833,AR,211.4,1925-04-09,qw,KT,5,Dk
482,5,Pp,558.01,2003-09-21,xs,aVFyMchMl,4,Hq
483,98,xN,602.78,1950-07-28,BQ,cmfcl,3,YJ
484,617,gl,394.81,1904-05-20,gW,Noj,1,po
485,178,zU,745.66,1934-04-21,qI,wy,3,QE
486,291,HH,835.31,1948-12-13,YU,eAbvyfXZ,4,dT
487,644,Qc,392.57,1964-12-12,ug,CG,3,dt
488,682,wF,747.95,1961-01-28,zn,mDQ,1,Nr
489,614,TF,312.97,1982-04-09,Pw,reY,2,ug
490,315,vz,653.31,1952-10-29,gm,XPOz,4,jp
491,53,yl,861.49,2007-08-31,Uk,YHtrFc,1,sh
492,172,vJ,418.07,1974-10-27,aU,lh Yj,5,Tl
493,433,DP,261.73,1947-09-01,cR,aFrNQmGTGv,2,up
494,711,tP,66.56,1939-02-28,lF,GcauVn,2,Fc
495,175,jb,699.55,1954-03-09,kW,QOSl,4,vN
496,207,HE,45.85,1922-02-21,Op,didVinMeR,4,vd
497,948,ho,698.4,1974-07-13,Cl,cJSWIc,4,eg
498,529,dv,568.11,1953-02-19,mP,pMvvrNohNL,1,vU
499,987,Zs,541.22,1987-11-16,Uy,G dyj,1,qs
500,330,vA,231.47,1992-04-29,dh,gvqAGmH,3,uo
501,886,ur,988.82,1917-08-22," b",Aq,3,sD
502,602,Wa,533.03,2018-10-22,Yk,PCcuj,1,Nd
503,469,ig,760.99,1997-01-27,Mo,YYlOOsHV,3,zP
504,631,DG,547.88,1925-04-08,Sf,TuEnwtzt,2,MY
505,351,Rr,435.62,1973-07-16,CL,ANX,3,lH
506,651,Xl,12.09,2005-03-22,lM,BmGdwcY gQ,3,Tn
507,283,ZP,817.8,1922-08-04,DX,iVvEFIGI,2,Or
508,850,Qp,67.81,1943-07-02,Ot,suywPCVJs,1,Ja
509,619,DQ,555.06,1917-09-22,pc,jpebAfiYS,2,CD
510,546,oc,364.41,1923-03-27,Ea,OLyl,2,rn
511,351,SB,824.65,1925-01-02,Mm,qRUDvmubze,3," e"
512,927,Cw,883.98,1931-10-10,Vh,ygc WD,1,EG
513,49,xC,472.79,1940-07-09,Fz,OaL,3,oD
514,360,ku,130.48,1932-03-26,Qa,pYvdGuavV,5,SD
515,856,sF,133.89,1968-04-11,xc,cmtYK,5,iw
516,673,HP,148.57,2007-09-15,gy,gBDJC,3,dE
517,888,Pm,788.36,2006-07-02,Eu,ZHKAUaPN,5,JR
518,72,vl,442.34,2019-04-06,cp,KkdfzxmuLQ,4,GL
519,451,"r ",141.67,1920-03-04,Zh,tYBpp,1,iS
520,231,Ol,909.26,1955-05-13,ST,LaHuPLWruC,4,Pb
521,496,lI,989.89,1972-08-26,lF,uOt,2,VN
522,771,KZ,38.77,1970-06-12,vm,sELbGj,2,SQ
523,181,AR,573.65,1938-09-05,RX,WUHSlz,1,Hi
524,869,Ut,619.07,1914-04-09,gb,hvVJxHfFu,3,VU
525,771,Yl,193.53,1911-08-08,FT,IXGrr,4,nX
526,314,Ss,300.9,1975-08-16,xp,JyCGHcHVt,4,Ft
527,332,Os,671.47,1940-02-25,Kh,idWGZEF G,2,kY
528,396,xp,626.2,2004-10-13,Zv,"qaJO ",4,ad
529,898,UO,578.33,1933-06-12,"m ",BQ,4,mI
530,882,PL,966.69,1999-09-16,VT,uAp D,1,Sg
531,694,Xp,889.23,2015-08-25,uZ,Zp,4,Zw
532,376,wi,989.21,1976-03-18,ae,aqfcXowVH,5,aE
533,347,yu,290.69,1991-01-11,nI,OLEeevkhe,2,WZ
534,301,HB,842.69,1906-02-14,ay,tlkkcl,1,eH
535,706,GL,868.1,1910-03-28,fO,YPpgaNzm,5,bO
536,178,jJ,607.48,2009-09-27,Xa,Wi,3,qp
537,89,Ol,307.68,1926-11-30,SC,wrkZ,4,ko
538,590,hb,767.56,1982-09-01,WQ,buyrqWsY,2,oH
539,31,Fh,852.9,1944-10-31,XH,qJwzY,3,hJ
540,266,dD,180.83,1930-02-17,JD,ojMPJY,1,Jv
541,384,Nd,119.92,1900-08-20,DV,MflSsK,3,Lx
542,344,AG,233.99,1986-01-29,qV,WnuHOH,2,YF
543,979,Tl,151.63,1928-10-06,OV,KFdljsIID,3,ZE
544,147,YJ,109.41,1943-03-03,ng,rosWSy,4,ph
545,517,uQ,876.31,1928-12-27,jX,lUkBF,2,rc
546,294,AN,923.8,1958-12-01,TZ,faIf,5,nE
547,938,Mq,270.61,1979-05-13,es,BBc,5,Bs
548,248,lW,498.93,1992-10-20,eP,GHNNLhSO,4,qU
549,595,mb,659.52,1995-07-11,YQ,KGXMXIC,3," j"
550,390,HF,817.63,1910-02-08,Zn,bfyXc,2,HK
551,323,Dp,971.72,1993-12-25,fu,lSWJvmY,2,"N "
552,726,pO,867.08,1990-07-01,qI,KJgOp,1," e"
553,850,tf,422.13,1979-10-12,zV,nWII xP,2,TI
554,316,kv,696.24,1950-02-10,tV,madrqHdvC,5,su
555,696,nf,797.38,1968-07-23,so,Ila,1,Fv
556,944,zc,128.43,1905-05-08,TB,ewY,1,yK
557,675,wu,594.35,1927-04-26,Wx,qdlppLV,3,YR
558,112,"G ",935.79,1975-02-24,"K ",Xl,4,tZ
559,612,as,136.59,1998-12-10,lr,OARoRwk,3,df
560,731,NW,333.19,1930-09-20,kC,dBWgFQGTED,5,Ev
561,735,wP,579.88,1955-05-05,Zy,vyJQQzOZDv,2,fO
562,595,jK,258.27,1910-04-05,EH,EXP,2," C"
563,262,YR,542.11,1905-12-31,GF,eSV,2,xu
564,785,gl,156.08,1995-09-20,xz,MGmkFTYwdj,2,ul
565,444,Ky,338.74,1996-01-17,kP,HkrIFiV,1,Qf
566,189,yP,956.93,1977-09-02,rB,RtoWwrL,1,Oa
567,659,xz,85.88,2004-08-28,yG,VsrKrOLryg,3,ug
568,192,ff,313.54,1939-05-17,Db,mB,2,gT
569,607,Bc,340.11,1970-11-09,wl,ifS,5,DF
570,253,LT,398.23,1991-06-02,xX,xJGH,4,Al
571,637,CD,202.88,1906-08-24,GY,lsORVdn,3,Ki
572,775,cY,457.9,1932-06-21,ZM,Jk,3,gM
573,614,rj,137.42,1997-11-01,WV,teihl fc,2,Jp
574,841," p",400.73,1996-07-16,Iz,yvTRJ,2,pv
575,408,"h ",564.43,1967-02-07,GM,LEcFZENv,4,Jl
576,551,Qm,416.31,1952-07-17,py,sOVWecq,2,jj
577,914,gm,193.66,1977-06-09,NK,vf,4,td
578,695,qo,888.11,2005-12-02,rS,ghw Lw,5,vP
579,63,eO,126.71,1921-07-08,iz,rSRtC,3,RP
580,532,yB,418.1,1918-05-04,wc,Ijzsp,4,rE
581,164,TC,933.46,1987-05-18,mI,iKjuIuve,5,DF
582,485,ue,350.33,1926-02-17,ik,vwYVTNpwg,2,qq
583,341,hC,918.2,1928-08-06,"C ",lRVgM,2,OO
584,386,hn,236.53,2008-12-14,vx,WpQ,2,mm
585,962,iy,984.39,2008-01-17,Ha,dojux,2,qo
586,242,AK,430.11,1928-01-08,oP,CS,3,hd
587,455,Lh,839.67,2009-03-29,db,gg ikASYY,1,iv
588,143,vN,481.27,1981-08-01,Aj,eVDA,3,Tr
589,82,Ee,527.02,1929-05-30,ua,wVAWTMdg z,3,Xq
590,465,To,497,1905-10-31,Gf,FXODPO,4,Ue
591,394,pQ,353.54,2001-11-13,NO,mbYJwBvR,5,uu
592,205,SN,539.93,1944-07-07,qr,SJYoMsY,5,hE
593,87,Ui,611.02,1965-01-03,hV,jP,1,ZP
594,32,lY,714.11,1923-09-23,ZW,FQWm,1,Zs
595,290,oL,495.31,1955-07-01,SP,oSg,3,ON
596,913,vx,598.59,1934-05-23,sQ,FBPh,2,ZG
597,704,Tv,362.2,1948-07-17,kz,oHawHridHR,3,jw
598,423,jM,833.14,1910-05-01,uY,GPQY,2,os
599,625,Qo,790.17,1901-12-22,"h ",dS,2,wU
600,335,TB,76.8,1900-06-15,dd,hX,3,ip
601,746,iI,502.76,1918-03-05,Na,kjJobKb,4,WX
602,497,ZH,962.6,1941-03-31,vw,OpSr,4,jm
603,575,Ue,582.67,2004-04-05,wb,RR,3,RE
604,475,IW,703.13,2008-01-01,YC,uYQBtjo,4,nt
605,598," i",699.08,1999-09-16,"o ",XIxxJD,4,jM
606,633,aa,563.73,1924-04-30,HN,TntsaYqO,5,MT
607,146,Tm,223.19,1945-01-08,ND,oU,5,pH
608,389,qJ,33.79,1935-09-06,jj,KPU,4,Yn
609,759,IJ,528.39,1918-04-12,Fu,vP,1,wB
610,484,sG,244.74,1988-10-04,GT,"blTQJtO ",1,df
611,452,TZ,291.53,2005-01-29,XC,nSsD,4,mL
612,839,mp,111.77,1929-07-01,PP,BzzhUYUQ,5,RG
613,498,OH,209.44,1968-02-14,QC,KpSaEqVpHI,4,fQ
614,375,PM,420.25,2000-07-17,pn,cqtu,3,Jr
615,906,fI,933.47,1915-11-24,OX,ePMgFhzw,3,fh
616,456,rZ,175.35,1981-02-03,rD,oi,2,YW
617,443,RA,914.97,1932-01-26,yw,kFoJZQx,3,hd
618,904,Vr,766.96,2006-11-04,RH,KIBYhIN,4,tT
619,838,Nz,184.49,1938-06-24,kL,MWRzzxji,1,xf
620,757,uj,152.18,1965-05-15,vH,Sbh,4,PV
621,721,nL,280.67,1932-10-14,Ev,gALQB,1,jk
622,304,MQ,437.47,1974-08-03,AZ,yDG,3,VM
623,341,CM,800.14,1928-01-31,Kg,cFVxaeiKaL,1,yP
624,858,Qs,821.19,2009-12-20,Zp,BURD,3,Ta
625,809,am,229.55,1994-04-03,Rz,duh,3,Gh
626,111,zZ,98.93,1996-08-29,gI,zJFZdxEDm,1,Bh
627,896,Gy,380.46,1980-05-02,Zl,VftqWqM,5,KB
628,304,BU,739.39,1948-08-12,Ep,au,5,Jd
629,658,YJ,735.89,1987-08-29,AV,BKjXRBi,1,nb
630,131,NG,964.5,1980-12-19,Bg,DDiUGy,3,Sc
631,501,KE,585.42,2012-01-19,wd,AzEsswsUO,5,ro
632,509,KT,638.34,1952-02-12,SA,QIfhOZ,4,xk
633,600,yj,356.04,1962-10-08,YI,nH,4,dK
634,645,FN,663.99,1920-05-01,hM,zchxE,2,dw
635,864,sO,65.06,1936-04-09,oC,xv,5,FV
636,569,KL,274,1975-05-30,yD,nstnVxu,1,WS
637,403,vF,300.43,1912-09-08,un,B IrJnURW,3,ag
638,651,Pn,922.37,1957-01-19,pT,aDKVqOR,4,tI
639,480,hB,608.57,1965-08-15,hb,RUE,4,cp
640,439,BN,437.72,1958-03-28,yh,Pssiv,1,Eo
641,316,Zq,750.72,1997-09-12,"c ",wva,3,DI
642,98,yp,979.17,1928-05-20,YZ,kfkhCcd,5,yT
643,272,wY,876.18,1946-04-19,En,oqtSETmaY,4,lb
644,361," z",816.99,1973-04-26,iQ,HYpvn,3,pF
645,274,zg,504.88,1934-03-30,LG,mKdG,1,EU
646,355,EP,761.39,1981-08-19,tb,yghD,1,He
647,822,pD,564.07,1956-02-29,Hs,OS,1," A"
648,78,"N ",955.79,1960-09-23,AY,AbZ,2,BC
649,775,Tn,95.03,1979-10-10,wz,sebbRAmAHb,2,GZ
650,168,Za,156,1934-09-14,rU,WSEO,4,mE
651,695,uq,854.17,1981-09-03,Tw,cv,4,Ag
652,111,ZO,743.69,1919-03-29,ev,lFAWa,3,iO
653,169,LL,647.54,1977-02-25,GX,tflZfOvGiy,3,Xi
654,47,Pj,687.23,1940-11-30,Pi,"GPOWbO ",5,Ag
655,399,"z ",236.46,2017-04-24,XE,cHSFyLnuh,3,Zb
656,830," S",78.97,1909-03-27,vj,Op,3,"Z "
657,206,kY,329.3,1988-03-09,EH,HrwXzMVnY,1,Ev
658,533,IH,631.69,1993-03-29,iW,RLV,3,IN
659,264,CZ,370.77,1976-04-10,yX,wqRjLRU,3,ic
660,269,Ag,85.78,2002-10-17,Me,TMMu,2,hV
661,691,QN,770.77,1919-01-02,tB,NICK,2,yC
662,886,PY,433.33,2015-05-26,Iu,RHAU,2,JT
663,901,"I ",602.38,1992-12-26,UA,ILBjLG,2,NP
664,716,XV,960.13,1913-08-22,ni,XjLut,1,Jx
665,208,Bh,442.27,1952-05-23,Je,zxr,1,UA
666,124,XY,127.76,1948-03-22,fS,akeHW,1,By
667,2,uW,209.81,2005-06-18,Rq,SCdxKW,1,EC
668,138,de,577.8,1982-10-02,Fg,vVMjluWJA,5,yZ
669,432,WW,397.26,1956-06-16,Md,GQzTs,1,HV
670,885,uG,499.05,2014-09-23,rU,ZKihsZ,3,Jf
671,1,xf,956.15,2006-07-12,sJ,eWtIBEJ,4,iv
672,943,IC,544.26,1950-09-02,PZ,Vc,2,CN
673,979,yt,216.33,1985-01-11,"C ",jNkNZRoNxO,2,hc
674,253,tD,391.84,1985-12-21,"l ",FJcJ,5,hM
675,550,Zm,639.67,1922-05-04,WD,TsQrt,2,Ii
676,182,Sy,409.9,1911-06-16,Ns,eHIfTlsIM,4,IS
677,943,Ec,493.44,1996-11-12,BB,qJgZBAL,5,Yr
678,472,iZ,587.37,1936-04-03,tJ,iAMxE jui,5,WK
679,689,vM,759.71,1914-05-27,Yv,xLFtIXiL,5,FO
680,171,Wj,617.73,1998-09-21,QV,xNrOVniWSI,5,PH
681,213,vn,476.58,1911-06-03,jv,qZjuFNKyCD,2,Qn
682,24,Zm,94.59,1956-01-04,fM,VhA,4,"q "
683,349,Qy,65.18,1914-11-29,nG,qXH,5,ej
684,324,EW,116.03,1923-04-28,AP,Lcqzqkjo,4," W"
685,743,wh,750.55,1974-07-26,fa,qUTfQBwC,3,ro
686,507,ye,706.55,1936-06-20,BO,tgvtK,4,MZ
687,388,vG,79.05,1982-08-08,ST,RvuoFkrdu,1,ia
688,496,lT,265.19,1994-09-21,le,JP,4,au
689,202,vG,441.39,2018-07-12,dN,YB,4,Nd
690,636,Aw,523.3,1962-06-02,ZN,lTYMZz,2,CG
691,458,Ob,687.41,1979-12-30,Wq,LRMliM,5,Za
692,646,Xf,574.1,2007-09-28,AF,OUIRF,1,PA
693,746,Tk,623.4,1971-04-05,sI,zm,4,ZD
694,607,Pc,774.53,1908-05-30,"F ",Dp,3,Xs
695,706,Kz,368.09,1986-06-22,QC,cPPpldhETi,1,Yr
696,112,gL,891.2,1921-03-27,aU,mDWBE,2,MX
697,891,hB,406.73,1912-11-25,dY,YFuuYh,3,Xs
698,113,QU,971.1,2018-12-31,Xe,SlGp,2,"g "
699,511,XO,279.74,1971-06-10,Qv,lHp Y,3,Kk
700,537,zO,657.14,1967-11-08,Xt,rjIYb,5,MD
701,195,jr,211.6,1939-03-26,pq,hfEYQIWsju,3,Ml
702,156,DP,160.47,1952-12-21,TI,rRo,4,Rd
703,77,Uc,685.48,2019-04-21," D",KV,4,"x "
704,392,NK,722.67,1952-03-14,nS,oKYnNiGG,5,tS
705,769,vk,832.56,1998-10-07,Hk,Ibi Ia,1,LE
706,918,zk,17.59,1963-09-06,yL,S kRnP,3,xa
707,276,ml,919.41,1962-12-18,Uh,XSwmMhtpcv,1,uk
708,254,tR,356.21,1904-07-28,aw,jwOHDFX,3,HF
709,447,yE,432.94,1941-05-15,nN,UFWWdp,1,id
710,387,nm,948.04,1955-11-23,YP,GLOiduaT,3,PJ
711,164,qm,179.42,1966-12-01,yr,eRoIwp,3,Jj
712,319,XY,146.16,2002-02-22,em,QBXZ,1,Vg
713,262,Cp,328.73,1911-04-17,If,FLi,4,Pk
714,54,RM,24.51,1919-09-26,xO,TvWJsJ,2,uQ
715,94,Sx,742.77,1967-11-16,ZW,eleFYwrtEa,1,Eh
716,83,ow,622.67,1921-01-28,gy,SNcARhiaor,3,DW
717,767,Ow,644.37,1944-11-18,BL,"kSieVbPps ",5,oz
718,356,HD,617.76,1970-10-08,Ek,dbtR,5,at
719,808,ze,319.75,1942-06-12,iq,RdscSPWFx,5,VH
720,425,tn,710.51,1998-06-17,Qm,dqdgMuUx,3,mN
721,798,tM,321.91,1996-12-10,cv,GWqgqRim,5,mM
722,85,Pa,439.49,1958-03-20,uM,UlXtUi,5,xv
723,140,kf,874.75,1909-07-25,NT,AfFYPnmV,3,Of
724,256,oK,107.26,1996-07-12,WI,EixoAPkhR,4,"N "
725,604,eY,628.95,1970-03-24,gS,nPvEvy,1,xi
726,508,Af,43.96,1975-07-28,mb,Hc VCzpoYo,3,As
727,83,Cs,994.7,1985-06-25,im,FvjoQp,1,VE
728,761,bF,30.57,1984-12-24,co,HR,2,RU
729,754,Ve,485.34,1977-07-25,fA,XKqs,3,kk
730,683,kz,515.54,1984-11-28,zj,qCK,3,fs
731,578,HB,569.12,1970-01-24,ox,XVozEQY,1,cF
732,871,sK,244.45,1900-09-21,EI,JpZPmbB,4,aA
733,236,Ni,378.43,1942-11-01,Yp,LvtunebMc,3,SB
734,106,vy,864.33,1927-07-04,go,DFikgv,2,dt
735,683,Py,311.99,1908-12-13,kI,mjS,2,eu
736,527,Tk,862.33,1954-09-26,Ry,bp,5,ow
737,839,vb,412.27,1985-11-13,fQ,FPyxQtAT,4,"k "
738,522,Yg,9.77,1974-07-29,po,zhRCvG,1,Ki
739,211,Px,292.59,1903-09-28,fx,p XKVawtE,3,kL
740,901,BO,933.14,1950-05-02,DR,FQZ,1,Ul
741,282,YH,871.66,1981-11-14,kF,gAcU,5,BX
742,837,po,142.26,1991-12-20,El,eK  Uhrcd,4,HL
743,688,QU,594.56,1978-02-06,Mw,JuvgUQBniw,5,WI
744,131,Tq,595.45,1912-05-29,mR,fVWBX YB,5,cC
745,393,Hu,416.11,1924-11-26,YD,xDLyNbnuh,1,wH
746,307,GF,1.65,1916-06-17,iP,TGlTiEa,3,ok
747,124,VW,76.07,1975-05-09,Lf,tOTkM,4,sr
748,581,Cl,686.08,1931-09-13,cR,LBhMcXV,5,qd
749,243,HE,466.04,1964-01-22,yE,NvIm,3,Tl
750,31,oy,496.36,1970-11-06,sX,"ugfNKypJl ",4,Gv
751,454,Gj,906.13,1989-05-07,xO,INMWE,1,Rk
752,557,EB,40.21,1963-10-01,Ot,baBxfT,2,qV
753,487,ef,363.01,1906-11-07,sK,BKVCSYd,4,gk
754,252,Bn,303.62,1946-03-16,il,pjMnVyW,4,pT
755,211,aB,469.67,1961-02-16,vu,nJ,1,bK
756,321,Ml,203.17,1931-08-18,FA,Db,5," H"
757,360,aA,190.66,1972-11-01,Ez,YSGuZNbb,3,RC
758,228,Fz,48.08,2007-03-10,OD,nOtB,1,hS
759,57,zd,582.27,1963-08-07,"n ",PiM,1,IL
760,574,Gu,122.6,2014-02-12,dP,OTW,1,nw
761,63,OT,954.39,1928-07-23,kM,PVwTWK,5,uD
762,107,ot,500.01,1960-09-19,Bh,TOhtwKlfFr,4,Yp
763,872,Uq,162.79,1976-02-16,Zc,kgYEh,3,yj
764,773,dY,203.82,1965-01-14,xV,nHouBd,5,ec
765,312," q",908.03,1910-08-31,Pi,UTkNIOEDbS,5,IA
766,380,XW,2.39,1930-03-10,xR,kOS,4,tQ
767,437,qq,434.88,2014-09-29,kM,HFP,4,gR
768,90,pV,69.13,1923-09-24,Te,WFsupBYAvH,4,Nv
769,166,jb,554.38,1971-04-29,Dh,wBXfAgAO,5,Xs
770,716,Jk,47.04,1967-11-13," B",yhdQ,4,LM
771,554,Sa,529.73,1940-06-06,If,rOTp,3,wC
772,327,cs,211.61,1960-07-11,mf,XrRa,3,ru
773,907,um,585.35,1938-09-05,bb,Dw,3,Uo
774,324,xc,445.81,1937-05-08,kM,SNnKLlDNzp,5,mu
775,318,Ub,94.42,1972-05-25," V",SZKNvE ox,2,DB
776,363,EF,565.95,2007-01-07,zk,ZzKKCv,4,jj
777,785,QB,253.96,1971-11-20,Io,gO,4,hG
778,474,ly,346.15,2005-03-26,nh,CWCYm,1,UY
779,375,uf,172.62,1955-03-03,Ej,uXJG,2,Xf
780,981,ZV,226.58,2003-05-31,QR,CHcuDxnwiv,5,uW
781,887,ti,555.58,1911-10-25,Ts,IG,3,dI
782,104,al,404.68,2002-06-17,hL,oAqFLlFzwQ,2,FK
783,959,AL,642.84,1939-12-04,DL,jmxj FjdOF,3,cL
784,854,Rg,503.78,1990-11-13,IV,UrQIrp,4,tu
785,732,iH,393.78,2018-05-05,cL,CmNkmY,1,hF
786,451,Pu,106.35,1987-01-18,ce,LCyO,1,Ib
787,961,NY,581.9,1904-03-25,zP,dkTCvklgSb,3,zE
788,502,HX,12.7,1998-06-10,KH,kwBZ,5,It
789,717,nY,567.79,1911-03-09,WW,VCRu,3,qo
790,591," g",486.56,1949-11-15,WU,dB,1,Aq
791,958,Hi,361.18,1923-01-04,cO,WIJBIz,1,VM
792,966,rL,910.29,1969-02-28,ac,ucnPq,5,Bv
793,907,NA,364.98,1954-07-20,Qm,QR,4,lU
794,522,aq,622.31,1915-07-22,ef,go,3,iY
795,890,jU,432.45,1931-03-03,uY,dcRP,4,VS
796,696,zg,987.33,1950-01-05,co,nItm,4,WM
797,684,as,781.79,1994-10-09,ut,WsCjwBp,3,Dl
798,293,vH,243.69,1935-04-13,ON,Pqv,2," n"
799,341,gH,155.15,1950-02-09,Xj,MxfSGPb,5,IX
800,814,iv,251.29,1969-08-15,FL,Nrnmiyke,1,rz
801,359,Zr,183.91,1972-07-23,pO,KuKPBoLf,2,Ds
802,495,xL,813.07,1910-04-08,PA,IbUepG,5,sw
803,885,FJ,522.78,1999-04-24,EE,MzcUf,2,Rc
804,164,MO,773.09,1965-10-21,Ft,zJ Q oHi,5,Et
805,974,Tg,929.86,1966-02-04,Po,x cQLKU,4,xv
806,770,YO,281.81,1942-03-07,cx,BnQ,5,Gq
807,68,SI,139.64,2009-05-28,Im,uTmmBWbZr,4,ak
808,645,Xo,10.47,1927-06-07,Uh,pUlvNGR,2,mg
809,848,My,697.83,1956-03-18,EN,xsiNNulT,2,tr
810,249,qu,495.96,2007-01-15,wP,sUCchtXbnk,5," F"
811,596,dp,156.61,1905-05-16,yo,LPq,4,cf
812,21,yj,268.94,1984-11-25,Jj,MlmENwFB,1," C"
813,252,Fz,279.48,2013-03-21,uo,CfmTCK,5,VM
814,550,gK,436.51,2001-11-17,dZ,JFrR,2,ln
815,574,Ma,946.49,1986-12-06,BQ,lbdSruwbN,1,jl
816,1000,Ke,328.19,1904-02-13,Iz,vX,2,me
817,798,jv,450.94,1916-12-20,fr,wwkAtLJ,5,Xg
818,287,YA,467.97,1965-08-02,ct,yE,4,zT
819,489,lC,828.33,1970-11-24,kO,riPMZXmMi,3,PC
820,8,Pt,476.36,1934-09-06,zg,skppJES,5,Kj
821,503,Cn,131.43,1922-03-03,Xf,"LXa ",2,Gj
822,134,ij,906.82,1916-09-19,mQ,WuD,4,Sp
823,939,bL,813.81,1960-01-24,iK,bUGDo,2,rQ
824,686,iW,727.12,1952-12-21,cK,emM,2,Cz
825,866,Qf,552.26,1929-03-23,le,HXIpZYkan,5,Mp
826,12,hA,221.65,1943-11-21,TW,LJmZK,2,JJ
827,606,zt,248.31,2001-12-14,ib,LJWw,1,kO
828,34,SY,862.54,1940-08-01,Wv,FViGYZwkPW,1,SM
829,602,pZ,750.24,1937-10-15," h",TfmbXv,4,Ms
830,260,Sw,469.92,1953-12-18,Ew,DnfhBt,5,cJ
831,1000,qz,136.69,2002-09-25,zb,QsZ,3,Pb
832,101,uj,945.91,1960-04-16,vx,bbb,4,Dl
833,567,Fh,441.48,1916-03-15,dA,KIfeZP,3,Wr
